County,Adjusted Gross Income,Number of Returns,Total Salaries & Wages
"Ellsworth County, KS","75,000 - $99,999",290.0,17901.0
"Ellsworth County, KS","100,000 - $199,999",220.0,17149.0
"Ellsworth County, KS","$200,000 or more",60.0,6381.0
"Finney County, KS",Under $1,140.0,1090.0
"Finney County, KS","1 - $9,999",2690.0,12216.0
"Finney County, KS","10,000 - $24,999",4140.0,63935.0
"Finney County, KS","25,000 - $49,999",5370.0,171574.0
"Finney County, KS","50,000 - $74,999",2390.0,126889.0
"Finney County, KS","75,000 - $99,999",1220.0,85567.0
"Finney County, KS","100,000 - $199,999",1270.0,118999.0
"Finney County, KS","$200,000 or more",380.0,53645.0
"Ford County, KS",Under $1,130.0,895.0
"Ford County, KS","1 - $9,999",2120.0,9702.0
"Ford County, KS","10,000 - $24,999",3620.0,55466.0
"Ford County, KS","25,000 - $49,999",5700.0,183024.0
"Ford County, KS","50,000 - $74,999",1990.0,100686.0
"Ford County, KS","75,000 - $99,999",1000.0,66927.0
"Ford County, KS","100,000 - $199,999",990.0,86787.0
"Ford County, KS","$200,000 or more",240.0,32754.0
"Franklin County, KS",Under $1,180.0,686.0
"Franklin County, KS","1 - $9,999",1940.0,7567.0
"Franklin County, KS","10,000 - $24,999",2500.0,32140.0
"Franklin County, KS","25,000 - $49,999",2990.0,88501.0
"Franklin County, KS","50,000 - $74,999",1770.0,84770.0
"Franklin County, KS","75,000 - $99,999",1200.0,82735.0
"Franklin County, KS","100,000 - $199,999",1070.0,105862.0
"Franklin County, KS","$200,000 or more",160.0,20642.0
"Geary County, KS",Under $1,110.0,839.0
"Geary County, KS","1 - $9,999",2400.0,13462.0
"Geary County, KS","10,000 - $24,999",6340.0,105953.0
"Geary County, KS","25,000 - $49,999",5900.0,189045.0
"Geary County, KS","50,000 - $74,999",2410.0,121854.0
"Geary County, KS","75,000 - $99,999",1120.0,74704.0
"Geary County, KS","100,000 - $199,999",880.0,77456.0
"Geary County, KS","$200,000 or more",90.0,11451.0
"Gove County, KS",Under $1,70.0,551.0
"Gove County, KS","1 - $9,999",230.0,770.0
"Gove County, KS","10,000 - $24,999",250.0,2711.0
"Gove County, KS","25,000 - $49,999",320.0,8067.0
"Gove County, KS","50,000 - $74,999",210.0,8826.0
"Gove County, KS","75,000 - $99,999",130.0,6553.0
"Gove County, KS","100,000 - $199,999",120.0,5183.0
"Gove County, KS","$200,000 or more",50.0,1344.0
"Graham County, KS",Under $1,40.0,0.0
"Graham County, KS","1 - $9,999",270.0,1086.0
"Graham County, KS","10,000 - $24,999",260.0,2767.0
"Graham County, KS","25,000 - $49,999",290.0,6914.0
"Graham County, KS","50,000 - $74,999",170.0,6702.0
"Graham County, KS","75,000 - $99,999",120.0,6845.0
"Graham County, KS","100,000 - $199,999",120.0,10848.0
"Graham County, KS","$200,000 or more",30.0,0.0
"Grant County, KS",Under $1,60.0,0.0
"Grant County, KS","1 - $9,999",480.0,2678.0
"Grant County, KS","10,000 - $24,999",600.0,7696.0
"Grant County, KS","25,000 - $49,999",860.0,27198.0
"Grant County, KS","50,000 - $74,999",520.0,26624.0
"Grant County, KS","75,000 - $99,999",350.0,23884.0
"Grant County, KS","100,000 - $199,999",380.0,35154.0
"Grant County, KS","$200,000 or more",90.0,9728.0
"Gray County, KS",Under $1,50.0,0.0
"Gray County, KS","1 - $9,999",410.0,2260.0
"Gray County, KS","10,000 - $24,999",450.0,6005.0
"Gray County, KS","25,000 - $49,999",710.0,20975.0
"Gray County, KS","50,000 - $74,999",410.0,18957.0
"Gray County, KS","75,000 - $99,999",300.0,18222.0
"Gray County, KS","100,000 - $199,999",340.0,25162.0
"Gray County, KS","$200,000 or more",110.0,9901.0
"Greeley County, KS",Under $1,30.0,0.0
"Greeley County, KS","1 - $9,999",90.0,561.0
"Greeley County, KS","10,000 - $24,999",120.0,1481.0
"Greeley County, KS","25,000 - $49,999",160.0,4479.0
"Greeley County, KS","50,000 - $74,999",100.0,4187.0
"Greeley County, KS","75,000 - $99,999",60.0,3161.0
"Greeley County, KS","100,000 - $199,999",90.0,6356.0
"Greeley County, KS","$200,000 or more",0.0,0.0
"Greenwood County, KS",Under $1,50.0,0.0
"Greenwood County, KS","1 - $9,999",530.0,2129.0
"Greenwood County, KS","10,000 - $24,999",660.0,7103.0
"Greenwood County, KS","25,000 - $49,999",730.0,18791.0
"Greenwood County, KS","50,000 - $74,999",400.0,17783.0
"Greenwood County, KS","75,000 - $99,999",230.0,13296.0
"Greenwood County, KS","100,000 - $199,999",200.0,15093.0
"Greenwood County, KS","$200,000 or more",60.0,4536.0
"Hamilton County, KS",Under $1,40.0,0.0
"Hamilton County, KS","1 - $9,999",170.0,1022.0
"Hamilton County, KS","10,000 - $24,999",230.0,3004.0
"Hamilton County, KS","25,000 - $49,999",320.0,10107.0
"Hamilton County, KS","50,000 - $74,999",160.0,7321.0
"Hamilton County, KS","75,000 - $99,999",70.0,4619.0
"Hamilton County, KS","100,000 - $199,999",80.0,6391.0
"Hamilton County, KS","$200,000 or more",20.0,0.0
"Harper County, KS",Under $1,70.0,853.0
"Harper County, KS","1 - $9,999",440.0,1608.0
"Harper County, KS","10,000 - $24,999",580.0,7344.0
"Harper County, KS","25,000 - $49,999",700.0,20650.0
"Harper County, KS","50,000 - $74,999",380.0,16838.0
"Harper County, KS","75,000 - $99,999",230.0,13144.0
"Harper County, KS","100,000 - $199,999",210.0,13719.0
"Harper County, KS","$200,000 or more",110.0,9405.0
"Harvey County, KS",Under $1,170.0,1042.0
"Harvey County, KS","1 - $9,999",2550.0,9797.0
"Harvey County, KS","10,000 - $24,999",3220.0,41534.0
"Harvey County, KS","25,000 - $49,999",3770.0,106611.0
"Harvey County, KS","50,000 - $74,999",2500.0,117671.0
"Harvey County, KS","75,000 - $99,999",1610.0,104273.0
"Harvey County, KS","100,000 - $199,999",1770.0,163049.0
"Harvey County, KS","$200,000 or more",290.0,45346.0
"Haskell County, KS",Under $1,40.0,0.0
"Haskell County, KS","1 - $9,999",220.0,1240.0
"Haskell County, KS","10,000 - $24,999",310.0,4208.0
"Haskell County, KS","25,000 - $49,999",510.0,15413.0
"Haskell County, KS","50,000 - $74,999",280.0,12690.0
"Haskell County, KS","75,000 - $99,999",160.0,9446.0
"Haskell County, KS","100,000 - $199,999",190.0,13407.0
"Haskell County, KS","$200,000 or more",60.0,4522.0
"Hodgeman County, KS",Under $1,30.0,0.0
"Hodgeman County, KS","1 - $9,999",130.0,602.0
"Hodgeman County, KS","10,000 - $24,999",170.0,1801.0
"Hodgeman County, KS","25,000 - $49,999",230.0,5605.0
"Hodgeman County, KS","50,000 - $74,999",150.0,5946.0
"Hodgeman County, KS","75,000 - $99,999",100.0,5842.0
"Hodgeman County, KS","100,000 - $199,999",80.0,5770.0
"Hodgeman County, KS","$200,000 or more",30.0,0.0
"Jackson County, KS",Under $1,110.0,462.0
"Jackson County, KS","1 - $9,999",990.0,3511.0
"Jackson County, KS","10,000 - $24,999",1240.0,14798.0
"Jackson County, KS","25,000 - $49,999",1540.0,43158.0
"Jackson County, KS","50,000 - $74,999",960.0,44237.0
"Jackson County, KS","75,000 - $99,999",690.0,45671.0
"Jackson County, KS","100,000 - $199,999",560.0,50032.0
"Jackson County, KS","$200,000 or more",90.0,11725.0
"Jefferson County, KS",Under $1,130.0,696.0
"Jefferson County, KS","1 - $9,999",1220.0,4525.0
"Jefferson County, KS","10,000 - $24,999",1520.0,18012.0
"Jefferson County, KS","25,000 - $49,999",2010.0,54938.0
"Jefferson County, KS","50,000 - $74,999",1440.0,66355.0
"Jefferson County, KS","75,000 - $99,999",1030.0,68651.0
"Jefferson County, KS","100,000 - $199,999",1050.0,103868.0
"Jefferson County, KS","$200,000 or more",140.0,20433.0
"Jewell County, KS",Under $1,40.0,0.0
"Jewell County, KS","1 - $9,999",280.0,1011.0
"Jewell County, KS","10,000 - $24,999",330.0,3756.0
"Jewell County, KS","25,000 - $49,999",350.0,7759.0
"Jewell County, KS","50,000 - $74,999",240.0,8640.0
"Jewell County, KS","75,000 - $99,999",120.0,5064.0
"Jewell County, KS","100,000 - $199,999",100.0,4603.0
"Jewell County, KS","$200,000 or more",30.0,733.0
"Johnson County, KS",Under $1,3120.0,50168.0
"Johnson County, KS","1 - $9,999",37020.0,145292.0
"Johnson County, KS","10,000 - $24,999",40970.0,532371.0
"Johnson County, KS","25,000 - $49,999",56070.0,1670014.0
"Johnson County, KS","50,000 - $74,999",38940.0,1853931.0
"Johnson County, KS","75,000 - $99,999",29590.0,1942714.0
"Johnson County, KS","100,000 - $199,999",53280.0,5663306.0
"Johnson County, KS","$200,000 or more",22750.0,6126194.0
"Kearny County, KS",Under $1,30.0,0.0
"Kearny County, KS","1 - $9,999",280.0,1294.0
"Kearny County, KS","10,000 - $24,999",330.0,4295.0
"Kearny County, KS","25,000 - $49,999",510.0,15503.0
"Kearny County, KS","50,000 - $74,999",270.0,12682.0
"Kearny County, KS","75,000 - $99,999",180.0,11234.0
"Kearny County, KS","100,000 - $199,999",200.0,14357.0
"Kearny County, KS","$200,000 or more",50.0,3521.0
"Kingman County, KS",Under $1,70.0,0.0
"Kingman County, KS","1 - $9,999",600.0,2376.0
"Kingman County, KS","10,000 - $24,999",720.0,8743.0
"Kingman County, KS","25,000 - $49,999",800.0,21455.0
"Kingman County, KS","50,000 - $74,999",580.0,24667.0
"Kingman County, KS","75,000 - $99,999",380.0,22826.0
"Kingman County, KS","100,000 - $199,999",360.0,27846.0
"Kingman County, KS","$200,000 or more",80.0,9310.0
"Kiowa County, KS",Under $1,30.0,0.0
"Kiowa County, KS","1 - $9,999",200.0,906.0
"Kiowa County, KS","10,000 - $24,999",230.0,2637.0
"Kiowa County, KS","25,000 - $49,999",250.0,6805.0
"Kiowa County, KS","50,000 - $74,999",170.0,7335.0
"Kiowa County, KS","75,000 - $99,999",120.0,7289.0
"Kiowa County, KS","100,000 - $199,999",110.0,9302.0
"Kiowa County, KS","$200,000 or more",30.0,0.0
"Labette County, KS",Under $1,140.0,652.0
"Labette County, KS","1 - $9,999",1950.0,6783.0
"Labette County, KS","10,000 - $24,999",2370.0,31017.0
"Labette County, KS","25,000 - $49,999",2550.0,74454.0
"Labette County, KS","50,000 - $74,999",1270.0,60745.0
"Labette County, KS","75,000 - $99,999",690.0,46296.0
"Labette County, KS","100,000 - $199,999",580.0,51262.0
"Labette County, KS","$200,000 or more",130.0,19313.0
"Lane County, KS",Under $1,30.0,0.0
"Lane County, KS","1 - $9,999",140.0,640.0
"Lane County, KS","10,000 - $24,999",150.0,1825.0
"Lane County, KS","25,000 - $49,999",210.0,6079.0
"Lane County, KS","50,000 - $74,999",150.0,5982.0
"Lane County, KS","75,000 - $99,999",80.0,4149.0
"Lane County, KS","100,000 - $199,999",90.0,6838.0
"Lane County, KS","$200,000 or more",30.0,0.0
"Leavenworth County, KS",Under $1,280.0,1048.0
"Leavenworth County, KS","1 - $9,999",4570.0,18772.0
"Leavenworth County, KS","10,000 - $24,999",5980.0,78485.0
"Leavenworth County, KS","25,000 - $49,999",7280.0,206100.0
"Leavenworth County, KS","50,000 - $74,999",4820.0,221337.0
"Leavenworth County, KS","75,000 - $99,999",4070.0,278568.0
"Leavenworth County, KS","100,000 - $199,999",5170.0,510054.0
"Leavenworth County, KS","$200,000 or more",740.0,127945.0
"Lincoln County, KS",Under $1,50.0,454.0
"Lincoln County, KS","1 - $9,999",270.0,733.0
"Lincoln County, KS","10,000 - $24,999",330.0,4265.0
"Lincoln County, KS","25,000 - $49,999",390.0,10522.0
"Lincoln County, KS","50,000 - $74,999",210.0,9204.0
"Lincoln County, KS","75,000 - $99,999",130.0,6421.0
"Lincoln County, KS","100,000 - $199,999",90.0,7256.0
"Lincoln County, KS","$200,000 or more",30.0,0.0
"Linn County, KS",Under $1,100.0,460.0
"Linn County, KS","1 - $9,999",720.0,2274.0
"Linn County, KS","10,000 - $24,999",940.0,10508.0
"Linn County, KS","25,000 - $49,999",910.0,24274.0
"Linn County, KS","50,000 - $74,999",680.0,31282.0
"Linn County, KS","75,000 - $99,999",400.0,27048.0
"Linn County, KS","100,000 - $199,999",340.0,33115.0
"Linn County, KS","$200,000 or more",50.0,5705.0
"Logan County, KS",Under $1,30.0,0.0
"Logan County, KS","1 - $9,999",250.0,1052.0
"Logan County, KS","10,000 - $24,999",290.0,3721.0
"Logan County, KS","25,000 - $49,999",330.0,9161.0
"Logan County, KS","50,000 - $74,999",190.0,8506.0
"Logan County, KS","75,000 - $99,999",130.0,7275.0
"Logan County, KS","100,000 - $199,999",150.0,10595.0
"Logan County, KS","$200,000 or more",60.0,4392.0
"Lyon County, KS",Under $1,190.0,844.0
"Lyon County, KS","1 - $9,999",2580.0,11451.0
"Lyon County, KS","10,000 - $24,999",3330.0,44476.0
"Lyon County, KS","25,000 - $49,999",3930.0,118135.0
"Lyon County, KS","50,000 - $74,999",2110.0,100354.0
"Lyon County, KS","75,000 - $99,999",1200.0,78258.0
"Lyon County, KS","100,000 - $199,999",1080.0,93904.0
"Lyon County, KS","$200,000 or more",230.0,34753.0
"McPherson County, KS",Under $1,180.0,927.0
"McPherson County, KS","1 - $9,999",2080.0,7963.0
"McPherson County, KS","10,000 - $24,999",2540.0,31475.0
"McPherson County, KS","25,000 - $49,999",3260.0,92202.0
"McPherson County, KS","50,000 - $74,999",2310.0,105731.0
"McPherson County, KS","75,000 - $99,999",1610.0,105789.0
"McPherson County, KS","100,000 - $199,999",1640.0,145720.0
"McPherson County, KS","$200,000 or more",330.0,46334.0
"Marion County, KS",Under $1,130.0,433.0
"Marion County, KS","1 - $9,999",890.0,3228.0
"Marion County, KS","10,000 - $24,999",1000.0,11778.0
"Marion County, KS","25,000 - $49,999",1300.0,34467.0
"Marion County, KS","50,000 - $74,999",890.0,40759.0
"Marion County, KS","75,000 - $99,999",580.0,35300.0
"Marion County, KS","100,000 - $199,999",440.0,34537.0
"Marion County, KS","$200,000 or more",90.0,9791.0
"Marshall County, KS",Under $1,90.0,761.0
"Marshall County, KS","1 - $9,999",920.0,2968.0
"Marshall County, KS","10,000 - $24,999",960.0,11339.0
"Marshall County, KS","25,000 - $49,999",1220.0,32896.0
"Marshall County, KS","50,000 - $74,999",780.0,34089.0
"Marshall County, KS","75,000 - $99,999",520.0,30771.0
"Marshall County, KS","100,000 - $199,999",460.0,34583.0
"Marshall County, KS","$200,000 or more",100.0,15915.0
"Meade County, KS",Under $1,30.0,0.0
"Meade County, KS","1 - $9,999",300.0,1454.0
"Meade County, KS","10,000 - $24,999",370.0,4492.0
"Meade County, KS","25,000 - $49,999",500.0,14634.0
"Meade County, KS","50,000 - $74,999",300.0,13225.0
"Meade County, KS","75,000 - $99,999",200.0,11810.0
"Meade County, KS","100,000 - $199,999",210.0,15217.0
"Meade County, KS","$200,000 or more",70.0,3445.0
"Miami County, KS",Under $1,260.0,2006.0
"Miami County, KS","1 - $9,999",2300.0,8337.0
"Miami County, KS","10,000 - $24,999",2620.0,33066.0
"Miami County, KS","25,000 - $49,999",3170.0,90765.0
"Miami County, KS","50,000 - $74,999",2190.0,102875.0
"Miami County, KS","75,000 - $99,999",1630.0,110409.0
"Miami County, KS","100,000 - $199,999",2290.0,237410.0
"Miami County, KS","$200,000 or more",460.0,100293.0
"Mitchell County, KS",Under $1,90.0,554.0
"Mitchell County, KS","1 - $9,999",530.0,1943.0
"Mitchell County, KS","10,000 - $24,999",580.0,6964.0
"Mitchell County, KS","25,000 - $49,999",770.0,20587.0
"Mitchell County, KS","50,000 - $74,999",470.0,19988.0
"Mitchell County, KS","75,000 - $99,999",290.0,15052.0
"Mitchell County, KS","100,000 - $199,999",280.0,20141.0
"Mitchell County, KS","$200,000 or more",80.0,9473.0
"Montgomery County, KS",Under $1,190.0,603.0
"Montgomery County, KS","1 - $9,999",2660.0,10533.0
"Montgomery County, KS","10,000 - $24,999",3440.0,44113.0
"Montgomery County, KS","25,000 - $49,999",3660.0,105041.0
"Montgomery County, KS","50,000 - $74,999",1970.0,92776.0
"Montgomery County, KS","75,000 - $99,999",1160.0,77065.0
"Montgomery County, KS","100,000 - $199,999",1060.0,98512.0
"Montgomery County, KS","$200,000 or more",210.0,38214.0
"Morris County, KS",Under $1,80.0,0.0
"Morris County, KS","1 - $9,999",410.0,1973.0
"Morris County, KS","10,000 - $24,999",570.0,6512.0
"Morris County, KS","25,000 - $49,999",640.0,16275.0
"Morris County, KS","50,000 - $74,999",410.0,17556.0
"Morris County, KS","75,000 - $99,999",220.0,13486.0
"Morris County, KS","100,000 - $199,999",260.0,18749.0
"Morris County, KS","$200,000 or more",50.0,5006.0
"Morton County, KS",Under $1,30.0,0.0
"Morton County, KS","1 - $9,999",230.0,1080.0
"Morton County, KS","10,000 - $24,999",280.0,3738.0
"Morton County, KS","25,000 - $49,999",350.0,10602.0
"Morton County, KS","50,000 - $74,999",220.0,9922.0
"Morton County, KS","75,000 - $99,999",150.0,9220.0
"Morton County, KS","100,000 - $199,999",180.0,17303.0
"Morton County, KS","$200,000 or more",30.0,3202.0
"Nemaha County, KS",Under $1,80.0,575.0
"Nemaha County, KS","1 - $9,999",880.0,3186.0
"Nemaha County, KS","10,000 - $24,999",850.0,9602.0
"Nemaha County, KS","25,000 - $49,999",1170.0,32143.0
"Nemaha County, KS","50,000 - $74,999",790.0,35390.0
"Nemaha County, KS","75,000 - $99,999",560.0,35133.0
"Nemaha County, KS","100,000 - $199,999",510.0,40297.0
"Nemaha County, KS","$200,000 or more",160.0,27435.0
"Neosho County, KS",Under $1,110.0,437.0
"Neosho County, KS","1 - $9,999",1240.0,4508.0
"Neosho County, KS","10,000 - $24,999",1740.0,22363.0
"Neosho County, KS","25,000 - $49,999",1800.0,52684.0
"Neosho County, KS","50,000 - $74,999",1060.0,49232.0
"Neosho County, KS","75,000 - $99,999",550.0,37051.0
"Neosho County, KS","100,000 - $199,999",480.0,42802.0
"Neosho County, KS","$200,000 or more",120.0,16755.0
"Ness County, KS",Under $1,40.0,0.0
"Ness County, KS","1 - $9,999",250.0,1023.0
"Ness County, KS","10,000 - $24,999",260.0,3132.0
"Ness County, KS","25,000 - $49,999",330.0,8383.0
"Ness County, KS","50,000 - $74,999",250.0,10533.0
"Ness County, KS","75,000 - $99,999",160.0,8317.0
"Ness County, KS","100,000 - $199,999",160.0,10284.0
"Ness County, KS","$200,000 or more",70.0,4896.0
"Norton County, KS",Under $1,50.0,0.0
"Norton County, KS","1 - $9,999",370.0,1661.0
"Norton County, KS","10,000 - $24,999",520.0,6420.0
"Norton County, KS","25,000 - $49,999",650.0,17741.0
"Norton County, KS","50,000 - $74,999",350.0,14914.0
"Norton County, KS","75,000 - $99,999",230.0,13830.0
"Norton County, KS","100,000 - $199,999",190.0,13421.0
"Norton County, KS","$200,000 or more",40.0,6589.0
"Osage County, KS",Under $1,120.0,533.0
"Osage County, KS","1 - $9,999",1240.0,4759.0
"Osage County, KS","10,000 - $24,999",1540.0,18969.0
"Osage County, KS","25,000 - $49,999",1820.0,48710.0
"Osage County, KS","50,000 - $74,999",1180.0,55331.0
"Osage County, KS","75,000 - $99,999",740.0,47969.0
"Osage County, KS","100,000 - $199,999",700.0,65366.0
"Osage County, KS","$200,000 or more",70.0,8086.0
"Osborne County, KS",Under $1,60.0,0.0
"Osborne County, KS","1 - $9,999",360.0,1330.0
"Osborne County, KS","10,000 - $24,999",420.0,4713.0
"Osborne County, KS","25,000 - $49,999",480.0,11970.0
"Osborne County, KS","50,000 - $74,999",250.0,10928.0
"Osborne County, KS","75,000 - $99,999",170.0,8134.0
"Osborne County, KS","100,000 - $199,999",120.0,7819.0
"Osborne County, KS","$200,000 or more",40.0,4451.0
"Ottawa County, KS",Under $1,70.0,374.0
"Ottawa County, KS","1 - $9,999",500.0,1925.0
"Ottawa County, KS","10,000 - $24,999",540.0,6284.0
"Ottawa County, KS","25,000 - $49,999",680.0,18950.0
"Ottawa County, KS","50,000 - $74,999",460.0,22075.0
"Ottawa County, KS","75,000 - $99,999",260.0,16673.0
"Ottawa County, KS","100,000 - $199,999",300.0,25417.0
"Ottawa County, KS","$200,000 or more",30.0,3850.0
"Pawnee County, KS",Under $1,50.0,0.0
"Pawnee County, KS","1 - $9,999",500.0,1959.0
"Pawnee County, KS","10,000 - $24,999",570.0,6766.0
"Pawnee County, KS","25,000 - $49,999",820.0,22931.0
"Pawnee County, KS","50,000 - $74,999",430.0,18974.0
"Pawnee County, KS","75,000 - $99,999",260.0,14587.0
"Pawnee County, KS","100,000 - $199,999",230.0,16119.0
"Pawnee County, KS","$200,000 or more",70.0,6208.0
"Phillips County, KS",Under $1,70.0,369.0
"Phillips County, KS","1 - $9,999",470.0,1511.0
"Phillips County, KS","10,000 - $24,999",590.0,6657.0
"Phillips County, KS","25,000 - $49,999",620.0,16601.0
"Phillips County, KS","50,000 - $74,999",380.0,16376.0
"Phillips County, KS","75,000 - $99,999",240.0,13527.0
"Phillips County, KS","100,000 - $199,999",230.0,16203.0
"Phillips County, KS","$200,000 or more",50.0,4962.0
